file_id,sentence,term,Company,Industry,Region,Year,Company Report,Recommended Disclosure,Report URL
116, CLIMATE DISCLOSURE  C0     │ 9  The Group has a central CSR team with 15 head counts (~8 Full Time Employees working on environmental issues),climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116, CLIMATE DISCLOSURE  C0     │ 10  3,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"                                                                           6 TCFD (2017) Recom mendations of the Task Force on Climate -related Financial Disclosure https://www.fsb -tcfd.org/wp -content/uploads/2017/06/FINAL -TCFD -Report -062817.pdf   7 Bank o f England (2018) Transition in thinking: The impact of climate change on the UK banking sector https://www.bankofengland.co.uk/ -/media/boe/files/prudential -regulation/report/transition -in-thinking -the-impact -of-climate -change -on-the-uk-banking -sector.pdf   CLIMATE DISCLOSURE  C0     │ 11  Table 2: Time horizon considered for credit analysis    From (years)  To (years)  Short -term  0 1 Medium -term  1 5 Long -term  5 Up to 2050  3.1.3  Climate -related credit risks identified  Risks associated with climate change, both physical (increased frequency of extreme weather events) and transition -related (new carbon regulations, technological and market changes), have been identified as factors that could aggravate the  Group’s existing risks",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116, MT-LT CLIMATE DISCLOSURE  C0     │ 12  3.2,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,  MT-LT CLIMATE DISCLOSURE  C0     │ 13  • Internal taxonomies : Societe Generale has adopted a framework of internal definitions to facilitate the dissemination of commitments throughout all activities,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116, CLIMATE DISCLOSURE  C0     │ 14  3.3,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116," 9 Excluding insurance po licyholders  Seizing opportunities & supporting clientsCLIMATEManaging impact on climateManaging climate -related risksCLIMATE DISCLOSURE  C0     │ 15  This climate strategy for 2017 -2020 , which was reviewed by General Management and validated by the Board of Directors, is aligned with the overall strategy of the Group for 2020, has been articulated around three axes:  • Managing climate -related risk:  Societe Generale is putting in place a risk management process to evaluate and control climate -related risks",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,T he Positive Impact Finance Initiative* aims at providing a common language and developing new solutions to finance the Sustainable Development Goals along with its clients;   http://www.u nepfi.org/positive -impact/positive -impact/   CLIMATE DISCLOSURE  C0     │ 16  Figure 3: Overview of Societe Generale’s sustainable finance solution offering   3.4.2  Adaptation and mitigation activities  The Bank has been a long -standing player in the carbon market,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"                                                                         11 Energy Risk Commodity Rankings 2018 (2018) Societe Generale voted best overall dealer 2018 – Six years in a row https://cib.societegenerale.com/fileadmin/user_upload/SGCIB/pdf/MARK/Societe_Generale_Energy_Risk_Commodity_Rankings_2018.pdf    CLIMATE DISCLOSURE  C0     │ 17  • Climate -related opportunities : Socially Responsible and Impact investing (SRI) issues, as well  as Environmental, Social & Governance (ESG) factors, have become important performance drivers",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,                                                                         12 Societe Generale (2018) Sustainable and positive impact finance https://wholesale.banking.societegenerale.com/en/solutions -services/sustainable -and -positive -impact -finance/   CLIMATE DISCLOSURE  C0     │ 18  3.5.2  Capital allocation  Over the past few years the Bank has started shifting its capital allocation towards greener sources of energy and away from the most emission -inte nsive ones,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"                                                                         13 Societe Generale (2019) Press release  on Societe Generale’s leadership position in renewable energies https://wholesale.banking.societegenerale.com/ uploads/tx_bisgnews/20190408_Press_Release_Societe_Generale_renewables_Energies.pdf    CLIMATE DISCLOSURE  C0     │ 19  With this acquisition, Societe Generale, one of the leaders in the financing of renewable energies, strengthens its capacity to serve its maj or energy customers by offering them a solution of recourse to crowdfunding for the development of their projects, as required by the ""Plan of the Renewable Energies Release ""of the French Government in the framework of the"" Climate Plan "".14 3.5.4  Access to capi tal Societe General has not identified any impact on its capacity to access capital",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116," CLIMATE DISCLOSURE  C0     │ 20  3.6.3  Climate scenario and time horizons used  In order to measure the alignment with a 2°C scenario for its coal portfolios, Societe Generale relied on the IEA’s 2DS scenario",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,  Table 5: Complementary information on the climate scenarios used     Strategic exercise  Scenario  Geographical cov erage  Horizon  Coal exposure target  Consistent with IEA 2DS and IEA 450 scenarios  excludes China’s contribution  timeframe limited to 2020   Transition risks  REMIND SSP2 (2°C)  global coverage  timeframe up to 2050                                                                             16 IEA (undated) ETP 2017 data visualization  https://www.iea.org/etp/explore/   17 IEA (undated) ETP 20 17 data visualization  https://www.iea.org/etp/explore/   CLIMATE DISCLOSURE  C0     │ 21  4,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116, Focused on the carbon rights market (weak exposure)  CLIMATE DISCLOSURE  C0     │ 22  Operational  Direct exposure on Societe Generale’s own  sites,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,  CLIMATE DISCLOSURE  C0     │ 23  4.2,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"  Figure 1: Approach for assessing transition risks on the credit portfolio                                                                              18 UNEP -FI (2018) Extending our horizons: http://www.unepfi.org/news/themes/climate -change/extending -our-horizons/  Define relevant and plausible climate scenarios and identify key risk drivers-Identify priority sectors-Review and understand the range of published scenarios that exist-Define scenarios appropriate to our portfolio-Identify quantifiable risk factor pathways showing how scenarios affect sector performanceObjectives ActivitiesDefine climate scenariosAssess borrowerimpactAssess portolioimpactAssess the marginal impact of the scenario’s variables on the credit rating of a representative sample of borrowers-Define homogeneoussegments/ geography withinthe sectors-Allocate borrowers into eachsegment/geography-Identify representativeborrowers-Assess the marginal impact of the scenario’s variables on the financial and PD TTC of these borrowersThe vulnerability of borrowers can be translated into the quantified impact of expected losses on the credit portfolio-Extend the results of the sample to the sector or segment/geography-Quantify the Expected Loss on the portfolio for the priority sectors-For vulnerable borrowers, formalize an opinion on adaptation strategyCLIMATE DISCLOSURE  C0     │ 24  4.2.2  Methodology  The diagram below offers an illustrative summary of the methodology, with each step detailed below",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116, Scenarios Credit portfoliosQuantification of Expected Loss (EL)Identify priority sectorsBorrower dataAssess the strategy of vulnerable borrowerAssess the vulnerability of borrowersDefine homogeneous segment -geographyAssign borrowers into segment -geographyIterationINPUTSPROCESSESOUTPUTSSelect a representative sample of borrowersExtend results to the segment -geographyRisk pathwaysCLIMATE DISCLOSURE  C0     │ 25  7,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,  Figure 6: Vulnerability assessment scale     High PositiveModerate PositiveLow PositiveLow NegativeModerate NegativeHigh NegativeNo impactNo Specific ActionsClient relationship manager to formulate an opinion on the client’s strategy and itsmanagement of transition risksVulnerabilityassessment scaleRisk managementCLIMATE DISCLOSURE  C0     │ 26  4.2.3  Details on the 2°C scenario used  Assessing transition risks requires the use of forwar d-looking scenarios,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116, 20 https://w ww.societegenerale.com/sites/default/files/documents/Document%20de%20r%C3%A9f%C3%A9rence/2019/ddr -2019_societe -generale_eng_version.pdf   CLIMATE DISCLOSURE  C0     │ 27  4.3.1  Climate -related sector E&S policies  The Group has adopted procedures to implement its E&S commitments (E&S Gene ral Guidelines and policies and the Equator Principles),climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116, CLIMATE DISCLOSURE  C0     │ 28  4.3.3  E&S evaluation procedures for transactions  The evaluation of the E&S risks and impacts of transactions constitutes the operational implementation of the Equator Principles (EP) within the scope covered by this initiative,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,   CLIMATE DISCLOSURE  C0     │ 29  5,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"                                                                         21 https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/the_katowice_commitment.pdf   CLIMATE DISCLOSURE  C0     │ 30  5.1.6  Commitment to monitor  emissions from shipping finance  Societe Generale is one of the founding signatories to the Poseidon Principles in collaboration with the Global Maritime Forum, and in league with a significant number of the shipping industry’s leading banks",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"  Figure 7: Sector breakd own of Group corporate exposure (Basel Portfolio)    CLIMATE DISCLOSURE  C0     │ 31  For the power sector, Societe Generale has also identified its composition for corporates involved in power generation",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116, Table 10: Ranking in emissions dealing and renewable energy financing                                                                             22 Societe Generale (2019) Registration Document – annual financial report 2018 https://www.societegenerale.com/sites/default/files/documents/Document%20de%20r%C3%A9f%C3%A9rence /2019/ddr -2019_societe -generale_eng_version.pdf   23 Energy Risk Commodity Rankings 2018 (2018) Societe Generale voted best overall dealer 2018 – Six years in a row https://cib.societegenerale.com/fileadmin/user_upload/SGCIB/pdf/MARK/Societe_Generale_Energy_Risk_Commodity_Rankings_2018.pdf   CLIMATE DISCLOSURE  C0     │ 32   Scope  Unit  2015  2016  2017  2018  Emissions dealers (Energy Risk ranking)  Group  Ran king  - - - 2 Research in emissions (Energy Risk ranking)  Group  Ranking  - - 2 1 Renewable Energy Project Finance Volume by MLA (Dealogic) World  Group  Ranking  - - - 4 Renewable Energy Project Finance Volume by MLA (Dealogic) EMEA  Group  Ranking  - - - 2 Renewable Energy Project Finance Volume by MLA (Dealogic) Europe  Group  Ranking  - - - 1  5.3,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"  Table 12: Internal carbon tax indicators      Scope  Unit  2015  2016  2017  2018  Group -level carbon price  Group  EUR / TCo2e  10 10 10 10 Amount of internal carbon tax collected  Group  EUR m  3.4 3.1 3.1 3.0 Number of initi atives rewarded as part of the internal carbon tax process since 2012  Group  Number  119 185 240 305 Savings on overheads via the internal ""carbon tax"" process since 2012  Group  EUR m  13 26 95 126 Savings on avoided GHG (greenhouse gas) emissions via the internal ""carbon tax"" process since 2012  Group  Tons  4,700  11,000  38,000 56,000  CLIMATE DISCLOSURE  C0     │ 33  Energy savings via the internal ""carbon tax"" process since 2012  Group  GWh  30 58 220 298 5.3.3  Carbon targets  Finally, as part of its 2014 -2020 carbon reduction programme, Societe Gene rale has undertaken to cut its greenhouse gas emissions by 25% per occupant and to improve the energy performance per occupant of the Group’s buildings by 20% by 2020 as compared to 2014 levels (where emissions were of 2.52 TCo2e /Occupant)",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"  Table 15: Target financing of low -carbon activities                                                                             24 For a detailed account of the methodology refer to: https://www.banktrack.org/download/understand ing_the_issues_around_quantifying_ghg_emissions_in_the_financial_sector_3/fichier_v_3_eng_understanding_the_issues_around_quantifying_ghg_emissions_in_the_financial_sector.pdf   CLIMATE DISCLOSURE  C0     │ 34   Scope  Unit  2015  2016  2017  2018  Target 2020 : amounts contributed to Energ y Transition consulting and financing between 2016 and 2020  Group  EUR bn - - 100 100    of which: amounts contributed to consulting and financing for renewable energy projects between 2016 and 2020  Group  EUR bn 10 10 15 15    of which: nominal amounts of  led or co -led green bond issues between 2016 and 2020  Group  EUR bn - - 85 85 Achievement at end of year for consulting and financing for renewable  Group  EUR bn - - - 21.4  Achievement  at end of year for consulting and financing for green bonds  Group  EUR  bn    47.6  Achievement  Group  %    69 5.4.2  Reduction in financing of high -carbon activities  In 2016, the Bank implemented a robust methodology to steer the monitoring of our coal financing with the objective of reducing the share of coal in the electricity pr oduction and coal mining in line with the IEA's two -degree scenario",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"  Table 16: Targets reduction in financing of high -carbon activities      Scope  Unit  2015  2016  2017  201825 Target 2020: to achieve a 14% reduction of out standing credit (exposure) related to coal mining (between 2016 and 2020)  Corporate credit portfolio  % - 14 14 14 Achievement: Distance between Societe Generale portfolio and 2°C scenario, outstanding credit drawn from coal mining (negative numbers indica te that the target is met)  Corporate credit portfolio  % - - -7 -10 Target 2020: to achieve in 2020 less than 19% the share of coal in the energy mix of electricity generation funded  Corporate credit portfolio  % - 19 19 19 Achievement: Share of coal in th e electricity generation energy mix financed  Corporate credit portfolio  % - - 22.4  19.3                                                                                          25 Values are for mid -2018  CLIMATE DISCLOSURE  C0     │ 35    ANNEX A – GLOSSARY OF MAIN TECHNICAL TERMS  CORISQ: Group Risk Committee",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,  Definitions   Acronym  Definition  CSR  Corporate Social Responsibility  EAD  Exposure at default  CLIMATE DISCLOSURE  C0     │ 36  EL Expected Loss  LGD  Loss Given Default  ANNEX B – SUSTAINABLE AND POSITIVE IMPACT FINANCE  Societe Generale was a pion eer in the creation of the UN’s Positive Impact initiative26 which seeks to foster the business and financial ecosystem Societe Generale needs to achieve a sustainable world,climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116,"The Positive Impact Finance Initiative* aims at providing a commo n language and developing new solutions to finance the Sustainable Development Goals along with its clients;  http://www.unepfi.org/positive -impact/positive -impact/   CLIMATE DISCLOSURE  C0     │ 37  • Partnerships with supranational, multilateral and developme nt finance institutions (MDFIs):  Societe Generale develops partnerships with multilaterals and development finance institutions through co -financing, co -investment and risk -sharing deals, including:  o Projects in the commodity sector or commodity trade finan ce programs, infrastructure projects in Western Europe and emerging countries, Positive Impact Financing in emerging countries;  o Originate -to-distribute transactions, with multilaterals and development finance institutions acting as investors in the whole r ange of securities, from debt to mezzanine and equity",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
116," CLIMATE DISCLOSURE  C0     │ 38  o Socially Responsible Deposits : Societe Generale uses funds collected through the deposit to finance short -term loans to corporates that have received the highest  extra -financial rating, and to finance commodity transactions selected for their high standard of responsible practice",climate disclosure,Société Générale,Banking,Europe,2019,"Societe Generale’s Task Force on Climate-related Financial Disclosures Report, pp. 11 and 13",Strategy a),https://www.societegenerale.com/sites/default/files/documents/Document%20RSE/climate-disclosure-societe-generale-tcfd-report-june.pdf#page=12
17,"As company disclosures continue to improve, we are hopeful that this data will become sufficiently robust to play a much greater role in the calculation of BlueT rack™ metrics.*iea.org/rweports/world-energy-outlook-2019Introduction Strategy and highlights Focus areas Additional disclosuresBarclays PLC home.barclays/annualreport 16  Barclays PLC Environmental Social Governance Report 2020Our net zero ambition continuedClimate disclosuresBarclays was a founding member of the Financial Stability Board’s T askforce on Climate-related Financial Disclosures (TCFD)",climate disclosure,Barclays,Banking,Europe,2020,"ESG Report 2020, p. 16",Metrics and Targets b),https://home.barclays/content/dam/home-barclays/documents/investor-relations/reports-and-events/annual-reports/2020/Barclays-PLC-2020-ESG-Report-2020.pdf#page=18
110," Salesforce .com/S ustainability   1 Salesforce’s Step Up Commitments  Salesforce’s Next Chapter of Global Environmental Leadership   At Salesforce, we believe business is one of the greatest platforms for change",environmental leadership,Salesforce,Technology and Media,North America,2018,"Step Up Commitments, pp. 1-2",Metrics and Targets c),https://www.salesforce.com/content/dam/web/en_us/www/documents/white-papers/step-up-commitments.pdf
11,"The categories were low carbon innovations, transition opportunities, data transparency, renewable energy use, and board and executive climate management",climate management,ArcelorMittal,Materials and Buildings,Europe,2021,"Climate Action Report 2, p. 48",Governance b),https://corporate-media.arcelormittal.com/media/ob3lpdom/car_2.pdf#page=49
11,2.5Indicator 8Climate governanceArcelorMittal has clear board oversight for the delivery of its CO2e targets,climate governance,ArcelorMittal,Materials and Buildings,Europe,2021,"Climate Action Report 2, p. 48",Governance b),https://corporate-media.arcelormittal.com/media/ob3lpdom/car_2.pdf#page=49
